A	Output	bin a	bin out	octal a	octal out
3079	5725	0b110000000111	0b1011001011101	0o6007	0o13135
3080	3225	0b110000001000	0b110010011001	0o6010	0o6231
3081	2225	0b110000001001	0b100010110001	0o6011	0o4261
3082	1225	0b110000001010	0b10011001001	0o6012	0o2311
3083	225	0b110000001011	0b11100001	0o6013	0o341
3084	1225	0b110000001100	0b10011001001	0o6014	0o2311
3085	3225	0b110000001101	0b110010011001	0o6015	0o6231
3086	4225	0b110000001110	0b1000010000001	0o6016	0o10201
3087	7225	0b110000001111	0b1110000111001	0o6017	0o16071
3088	3225	0b110000010000	0b110010011001	0o6020	0o6231
3089	3225	0b110000010001	0b110010011001	0o6021	0o6231
3090	1225	0b110000010010	0b10011001001	0o6022	0o2311
3091	225	0b110000010011	0b11100001	0o6023	0o341
3092	5225	0b110000010100	0b1010001101001	0o6024	0o12151
3093	3225	0b110000010101	0b110010011001	0o6025	0o6231
3094	7225	0b110000010110	0b1110000111001	0o6026	0o16071
3095	1225	0b110000010111	0b10011001001	0o6027	0o2311
3096	3625	0b110000011000	0b111000101001	0o6030	0o7051
3097	3625	0b110000011001	0b111000101001	0o6031	0o7051
3098	1625	0b110000011010	0b11001011001	0o6032	0o3131
3099	625	0b110000011011	0b1001110001	0o6033	0o1161
3100	1625	0b110000011100	0b11001011001	0o6034	0o3131
3101	3625	0b110000011101	0b111000101001	0o6035	0o7051
3102	6625	0b110000011110	0b1100111100001	0o6036	0o14741
3103	3625	0b110000011111	0b111000101001	0o6037	0o7051
3104	2525	0b110000100000	0b100111011101	0o6040	0o4735
3105	525	0b110000100001	0b1000001101	0o6041	0o1015
3106	1525	0b110000100010	0b10111110101	0o6042	0o2765
3107	525	0b110000100011	0b1000001101	0o6043	0o1015
3108	5525	0b110000100100	0b1010110010101	0o6044	0o12625
3109	3525	0b110000100101	0b110111000101	0o6045	0o6705
3110	1525	0b110000100110	0b10111110101	0o6046	0o2765
3111	5525	0b110000100111	0b1010110010101	0o6047	0o12625
3112	2325	0b110000101000	0b100100010101	0o6050	0o4425
3113	325	0b110000101001	0b101000101	0o6051	0o505
3114	1325	0b110000101010	0b10100101101	0o6052	0o2455
3115	325	0b110000101011	0b101000101	0o6053	0o505
3116	1325	0b110000101100	0b10100101101	0o6054	0o2455
3117	3325	0b110000101101	0b110011111101	0o6055	0o6375
3118	325	0b110000101110	0b101000101	0o6056	0o505
3119	7325	0b110000101111	0b1110010011101	0o6057	0o16235
3120	2525	0b110000110000	0b100111011101	0o6060	0o4735
3121	1525	0b110000110001	0b10111110101	0o6061	0o2765
3122	1525	0b110000110010	0b10111110101	0o6062	0o2765
3123	525	0b110000110011	0b1000001101	0o6063	0o1015
3124	5525	0b110000110100	0b1010110010101	0o6064	0o12625
3125	3525	0b110000110101	0b110111000101	0o6065	0o6705
3126	3525	0b110000110110	0b110111000101	0o6066	0o6705
3127	1525	0b110000110111	0b10111110101	0o6067	0o2765
3128	2525	0b110000111000	0b100111011101	0o6070	0o4735
3129	1525	0b110000111001	0b10111110101	0o6071	0o2765
3130	1525	0b110000111010	0b10111110101	0o6072	0o2765
3131	525	0b110000111011	0b1000001101	0o6073	0o1015
3132	1525	0b110000111100	0b10111110101	0o6074	0o2765
3133	3525	0b110000111101	0b110111000101	0o6075	0o6705
3134	2525	0b110000111110	0b100111011101	0o6076	0o4735
3135	3525	0b110000111111	0b110111000101	0o6077	0o6705
3136	1715	0b110001000000	0b11010110011	0o6100	0o3263
3137	6715	0b110001000001	0b1101000111011	0o6101	0o15073
3138	1715	0b110001000010	0b11010110011	0o6102	0o3263
3139	1715	0b110001000011	0b11010110011	0o6103	0o3263
3140	5715	0b110001000100	0b1011001010011	0o6104	0o13123
3141	3715	0b110001000101	0b111010000011	0o6105	0o7203
3142	5715	0b110001000110	0b1011001010011	0o6106	0o13123
3143	5715	0b110001000111	0b1011001010011	0o6107	0o13123
3144	1215	0b110001001000	0b10010111111	0o6110	0o2277
3145	6215	0b110001001001	0b1100001000111	0o6111	0o14107
3146	1215	0b110001001010	0b10010111111	0o6112	0o2277
3147	1215	0b110001001011	0b10010111111	0o6113	0o2277
3148	1215	0b110001001100	0b10010111111	0o6114	0o2277
3149	3215	0b110001001101	0b110010001111	0o6115	0o6217
3150	4215	0b110001001110	0b1000001110111	0o6116	0o10167
3151	7215	0b110001001111	0b1110000101111	0o6117	0o16057
3152	1215	0b110001010000	0b10010111111	0o6120	0o2277
3153	7215	0b110001010001	0b1110000101111	0o6121	0o16057
3154	1215	0b110001010010	0b10010111111	0o6122	0o2277
3155	1215	0b110001010011	0b10010111111	0o6123	0o2277
3156	5215	0b110001010100	0b1010001011111	0o6124	0o12137
3157	3215	0b110001010101	0b110010001111	0o6125	0o6217
3158	7215	0b110001010110	0b1110000101111	0o6126	0o16057
3159	1215	0b110001010111	0b10010111111	0o6127	0o2277
3160	1615	0b110001011000	0b11001001111	0o6130	0o3117
3161	7615	0b110001011001	0b1110110111111	0o6131	0o16677
3162	1615	0b110001011010	0b11001001111	0o6132	0o3117
3163	1615	0b110001011011	0b11001001111	0o6133	0o3117
3164	1615	0b110001011100	0b11001001111	0o6134	0o3117
3165	3615	0b110001011101	0b111000011111	0o6135	0o7037
3166	6615	0b110001011110	0b1100111010111	0o6136	0o14727
3167	3615	0b110001011111	0b111000011111	0o6137	0o7037
3168	115	0b110001100000	0b1110011	0o6140	0o163
3169	4115	0b110001100001	0b1000000010011	0o6141	0o10023
3170	1115	0b110001100010	0b10001011011	0o6142	0o2133
3171	1115	0b110001100011	0b10001011011	0o6143	0o2133
3172	5115	0b110001100100	0b1001111111011	0o6144	0o11773
3173	3115	0b110001100101	0b110000101011	0o6145	0o6053
3174	1115	0b110001100110	0b10001011011	0o6146	0o2133
3175	5115	0b110001100111	0b1001111111011	0o6147	0o11773
3176	315	0b110001101000	0b100111011	0o6150	0o473
3177	4315	0b110001101001	0b1000011011011	0o6151	0o10333
3178	1315	0b110001101010	0b10100100011	0o6152	0o2443
3179	1315	0b110001101011	0b10100100011	0o6153	0o2443
3180	1315	0b110001101100	0b10100100011	0o6154	0o2443
3181	3315	0b110001101101	0b110011110011	0o6155	0o6363
3182	315	0b110001101110	0b100111011	0o6156	0o473
3183	7315	0b110001101111	0b1110010010011	0o6157	0o16223
3184	415	0b110001110000	0b110011111	0o6160	0o637
3185	5415	0b110001110001	0b1010100100111	0o6161	0o12447
3186	1415	0b110001110010	0b10110000111	0o6162	0o2607
3187	1415	0b110001110011	0b10110000111	0o6163	0o2607
3188	5415	0b110001110100	0b1010100100111	0o6164	0o12447
3189	3415	0b110001110101	0b110101010111	0o6165	0o6527
3190	3415	0b110001110110	0b110101010111	0o6166	0o6527
3191	1415	0b110001110111	0b10110000111	0o6167	0o2607
3192	715	0b110001111000	0b1011001011	0o6170	0o1313
3193	5715	0b110001111001	0b1011001010011	0o6171	0o13123
3194	1715	0b110001111010	0b11010110011	0o6172	0o3263
3195	1715	0b110001111011	0b11010110011	0o6173	0o3263
3196	1715	0b110001111100	0b11010110011	0o6174	0o3263
3197	3715	0b110001111101	0b111010000011	0o6175	0o7203
3198	2715	0b110001111110	0b101010011011	0o6176	0o5233
3199	3715	0b110001111111	0b111010000011	0o6177	0o7203
3200	7715	0b110010000000	0b1111000100011	0o6200	0o17043
3201	2715	0b110010000001	0b101010011011	0o6201	0o5233
3202	715	0b110010000010	0b1011001011	0o6202	0o1313
3203	2715	0b110010000011	0b101010011011	0o6203	0o5233
3204	5715	0b110010000100	0b1011001010011	0o6204	0o13123
3205	3715	0b110010000101	0b111010000011	0o6205	0o7203
3206	5715	0b110010000110	0b1011001010011	0o6206	0o13123
3207	5715	0b110010000111	0b1011001010011	0o6207	0o13123
3208	7315	0b110010001000	0b1110010010011	0o6210	0o16223
3209	2315	0b110010001001	0b100100001011	0o6211	0o4413
3210	315	0b110010001010	0b100111011	0o6212	0o473
3211	2315	0b110010001011	0b100100001011	0o6213	0o4413
3212	1315	0b110010001100	0b10100100011	0o6214	0o2443
3213	3315	0b110010001101	0b110011110011	0o6215	0o6363
3214	4315	0b110010001110	0b1000011011011	0o6216	0o10333
3215	7315	0b110010001111	0b1110010010011	0o6217	0o16223
3216	7215	0b110010010000	0b1110000101111	0o6220	0o16057
3217	3215	0b110010010001	0b110010001111	0o6221	0o6217
3218	215	0b110010010010	0b11010111	0o6222	0o327
3219	2215	0b110010010011	0b100010100111	0o6223	0o4247
3220	5215	0b110010010100	0b1010001011111	0o6224	0o12137
3221	3215	0b110010010101	0b110010001111	0o6225	0o6217
3222	7215	0b110010010110	0b1110000101111	0o6226	0o16057
3223	1215	0b110010010111	0b10010111111	0o6227	0o2277
3224	7615	0b110010011000	0b1110110111111	0o6230	0o16677
3225	3615	0b110010011001	0b111000011111	0o6231	0o7037
3226	615	0b110010011010	0b1001100111	0o6232	0o1147
3227	2615	0b110010011011	0b101000110111	0o6233	0o5067
3228	1615	0b110010011100	0b11001001111	0o6234	0o3117
3229	3615	0b110010011101	0b111000011111	0o6235	0o7037
3230	6615	0b110010011110	0b1100111010111	0o6236	0o14727
3231	3615	0b110010011111	0b111000011111	0o6237	0o7037
3232	6515	0b110010100000	0b1100101110011	0o6240	0o14563
3233	515	0b110010100001	0b1000000011	0o6241	0o1003
3234	515	0b110010100010	0b1000000011	0o6242	0o1003
3235	2515	0b110010100011	0b100111010011	0o6243	0o4723
3236	5515	0b110010100100	0b1010110001011	0o6244	0o12613
3237	3515	0b110010100101	0b110110111011	0o6245	0o6673
3238	1515	0b110010100110	0b10111101011	0o6246	0o2753
3239	5515	0b110010100111	0b1010110001011	0o6247	0o12613
3240	6315	0b110010101000	0b1100010101011	0o6250	0o14253
3241	315	0b110010101001	0b100111011	0o6251	0o473
3242	315	0b110010101010	0b100111011	0o6252	0o473
3243	2315	0b110010101011	0b100100001011	0o6253	0o4413
3244	1315	0b110010101100	0b10100100011	0o6254	0o2443
3245	3315	0b110010101101	0b110011110011	0o6255	0o6363
3246	315	0b110010101110	0b100111011	0o6256	0o473
3247	7315	0b110010101111	0b1110010010011	0o6257	0o16223
3248	6715	0b110010110000	0b1101000111011	0o6260	0o15073
3249	1715	0b110010110001	0b11010110011	0o6261	0o3263
3250	715	0b110010110010	0b1011001011	0o6262	0o1313
3251	2715	0b110010110011	0b101010011011	0o6263	0o5233
3252	5715	0b110010110100	0b1011001010011	0o6264	0o13123
3253	3715	0b110010110101	0b111010000011	0o6265	0o7203
3254	3715	0b110010110110	0b111010000011	0o6266	0o7203
3255	1715	0b110010110111	0b11010110011	0o6267	0o3263
3256	6115	0b110010111000	0b1011111100011	0o6270	0o13743
3257	1115	0b110010111001	0b10001011011	0o6271	0o2133
3258	115	0b110010111010	0b1110011	0o6272	0o163
3259	2115	0b110010111011	0b100001000011	0o6273	0o4103
3260	1115	0b110010111100	0b10001011011	0o6274	0o2133
3261	3115	0b110010111101	0b110000101011	0o6275	0o6053
3262	2115	0b110010111110	0b100001000011	0o6276	0o4103
3263	3115	0b110010111111	0b110000101011	0o6277	0o6053
3264	5705	0b110011000000	0b1011001001001	0o6300	0o13111
3265	6705	0b110011000001	0b1101000110001	0o6301	0o15061
3266	705	0b110011000010	0b1011000001	0o6302	0o1301
3267	3705	0b110011000011	0b111001111001	0o6303	0o7171
3268	5705	0b110011000100	0b1011001001001	0o6304	0o13111
3269	3705	0b110011000101	0b111001111001	0o6305	0o7171
3270	5705	0b110011000110	0b1011001001001	0o6306	0o13111
3271	5705	0b110011000111	0b1011001001001	0o6307	0o13111
3272	5305	0b110011001000	0b1010010111001	0o6310	0o12271
3273	6305	0b110011001001	0b1100010100001	0o6311	0o14241
3274	305	0b110011001010	0b100110001	0o6312	0o461
3275	3305	0b110011001011	0b110011101001	0o6313	0o6351
3276	1305	0b110011001100	0b10100011001	0o6314	0o2431
3277	3305	0b110011001101	0b110011101001	0o6315	0o6351
3278	4305	0b110011001110	0b1000011010001	0o6316	0o10321
3279	7305	0b110011001111	0b1110010001001	0o6317	0o16211
3280	5205	0b110011010000	0b1010001010101	0o6320	0o12125
3281	7205	0b110011010001	0b1110000100101	0o6321	0o16045
3282	205	0b110011010010	0b11001101	0o6322	0o315
3283	3205	0b110011010011	0b110010000101	0o6323	0o6205
3284	5205	0b110011010100	0b1010001010101	0o6324	0o12125
3285	3205	0b110011010101	0b110010000101	0o6325	0o6205
3286	7205	0b110011010110	0b1110000100101	0o6326	0o16045
3287	1205	0b110011010111	0b10010110101	0o6327	0o2265
3288	5605	0b110011011000	0b1010111100101	0o6330	0o12745
3289	7605	0b110011011001	0b1110110110101	0o6331	0o16665
3290	605	0b110011011010	0b1001011101	0o6332	0o1135
3291	3605	0b110011011011	0b111000010101	0o6333	0o7025
3292	1605	0b110011011100	0b11001000101	0o6334	0o3105
3293	3605	0b110011011101	0b111000010101	0o6335	0o7025
3294	6605	0b110011011110	0b1100111001101	0o6336	0o14715
3295	3605	0b110011011111	0b111000010101	0o6337	0o7025
3296	4105	0b110011100000	0b1000000001001	0o6340	0o10011
3297	4105	0b110011100001	0b1000000001001	0o6341	0o10011
3298	105	0b110011100010	0b1101001	0o6342	0o151
3299	3105	0b110011100011	0b110000100001	0o6343	0o6041
3300	5105	0b110011100100	0b1001111110001	0o6344	0o11761
3301	3105	0b110011100101	0b110000100001	0o6345	0o6041
3302	1105	0b110011100110	0b10001010001	0o6346	0o2121
3303	5105	0b110011100111	0b1001111110001	0o6347	0o11761
3304	4305	0b110011101000	0b1000011010001	0o6350	0o10321
3305	4305	0b110011101001	0b1000011010001	0o6351	0o10321
3306	305	0b110011101010	0b100110001	0o6352	0o461
3307	3305	0b110011101011	0b110011101001	0o6353	0o6351
3308	1305	0b110011101100	0b10100011001	0o6354	0o2431
3309	3305	0b110011101101	0b110011101001	0o6355	0o6351
3310	305	0b110011101110	0b100110001	0o6356	0o461
3311	7305	0b110011101111	0b1110010001001	0o6357	0o16211
3312	4605	0b110011110000	0b1000111111101	0o6360	0o10775
3313	5605	0b110011110001	0b1010111100101	0o6361	0o12745
3314	605	0b110011110010	0b1001011101	0o6362	0o1135
3315	3605	0b110011110011	0b111000010101	0o6363	0o7025
3316	5605	0b110011110100	0b1010111100101	0o6364	0o12745
3317	3605	0b110011110101	0b111000010101	0o6365	0o7025
3318	3605	0b110011110110	0b111000010101	0o6366	0o7025
3319	1605	0b110011110111	0b11001000101	0o6367	0o3105
3320	4305	0b110011111000	0b1000011010001	0o6370	0o10321
3321	5305	0b110011111001	0b1010010111001	0o6371	0o12271
3322	305	0b110011111010	0b100110001	0o6372	0o461
3323	3305	0b110011111011	0b110011101001	0o6373	0o6351
3324	1305	0b110011111100	0b10100011001	0o6374	0o2431
3325	3305	0b110011111101	0b110011101001	0o6375	0o6351
3326	2305	0b110011111110	0b100100000001	0o6376	0o4401
3327	3305	0b110011111111	0b110011101001	0o6377	0o6351
3328	3655	0b110100000000	0b111001000111	0o6400	0o7107
3329	2655	0b110100000001	0b101001011111	0o6401	0o5137
3330	3655	0b110100000010	0b111001000111	0o6402	0o7107
3331	4655	0b110100000011	0b1001000101111	0o6403	0o11057
3332	5655	0b110100000100	0b1011000010111	0o6404	0o13027
3333	3655	0b110100000101	0b111001000111	0o6405	0o7107
3334	5655	0b110100000110	0b1011000010111	0o6406	0o13027
3335	5655	0b110100000111	0b1011000010111	0o6407	0o13027
3336	3055	0b110100001000	0b101111101111	0o6410	0o5757
3337	2055	0b110100001001	0b100000000111	0o6411	0o4007
3338	3055	0b110100001010	0b101111101111	0o6412	0o5757
3339	4055	0b110100001011	0b111111010111	0o6413	0o7727
3340	1055	0b110100001100	0b10000011111	0o6414	0o2037
3341	3055	0b110100001101	0b101111101111	0o6415	0o5757
3342	4055	0b110100001110	0b111111010111	0o6416	0o7727
3343	7055	0b110100001111	0b1101110001111	0o6417	0o15617
3344	3255	0b110100010000	0b110010110111	0o6420	0o6267
3345	3255	0b110100010001	0b110010110111	0o6421	0o6267
3346	3255	0b110100010010	0b110010110111	0o6422	0o6267
3347	4255	0b110100010011	0b1000010011111	0o6423	0o10237
3348	5255	0b110100010100	0b1010010000111	0o6424	0o12207
3349	3255	0b110100010101	0b110010110111	0o6425	0o6267
3350	7255	0b110100010110	0b1110001010111	0o6426	0o16127
3351	1255	0b110100010111	0b10011100111	0o6427	0o2347
3352	3655	0b110100011000	0b111001000111	0o6430	0o7107
3353	3655	0b110100011001	0b111001000111	0o6431	0o7107
3354	3655	0b110100011010	0b111001000111	0o6432	0o7107
3355	4655	0b110100011011	0b1001000101111	0o6433	0o11057
3356	1655	0b110100011100	0b11001110111	0o6434	0o3167
3357	3655	0b110100011101	0b111001000111	0o6435	0o7107
3358	6655	0b110100011110	0b1100111111111	0o6436	0o14777
3359	3655	0b110100011111	0b111001000111	0o6437	0o7107
3360	2555	0b110100100000	0b100111111011	0o6440	0o4773
3361	555	0b110100100001	0b1000101011	0o6441	0o1053
3362	3555	0b110100100010	0b110111100011	0o6442	0o6743
3363	4555	0b110100100011	0b1000111001011	0o6443	0o10713
3364	5555	0b110100100100	0b1010110110011	0o6444	0o12663
3365	3555	0b110100100101	0b110111100011	0o6445	0o6743
3366	1555	0b110100100110	0b11000010011	0o6446	0o3023
3367	5555	0b110100100111	0b1010110110011	0o6447	0o12663
3368	2355	0b110100101000	0b100100110011	0o6450	0o4463
3369	355	0b110100101001	0b101100011	0o6451	0o543
3370	3355	0b110100101010	0b110100011011	0o6452	0o6433
3371	4355	0b110100101011	0b1000100000011	0o6453	0o10403
3372	1355	0b110100101100	0b10101001011	0o6454	0o2513
3373	3355	0b110100101101	0b110100011011	0o6455	0o6433
3374	355	0b110100101110	0b101100011	0o6456	0o543
3375	7355	0b110100101111	0b1110010111011	0o6457	0o16273
3376	2155	0b110100110000	0b100001101011	0o6460	0o4153
3377	1155	0b110100110001	0b10010000011	0o6461	0o2203
3378	3155	0b110100110010	0b110001010011	0o6462	0o6123
3379	4155	0b110100110011	0b1000000111011	0o6463	0o10073
3380	5155	0b110100110100	0b1010000100011	0o6464	0o12043
3381	3155	0b110100110101	0b110001010011	0o6465	0o6123
3382	3155	0b110100110110	0b110001010011	0o6466	0o6123
3383	1155	0b110100110111	0b10010000011	0o6467	0o2203
3384	2555	0b110100111000	0b100111111011	0o6470	0o4773
3385	1555	0b110100111001	0b11000010011	0o6471	0o3023
3386	3555	0b110100111010	0b110111100011	0o6472	0o6743
3387	4555	0b110100111011	0b1000111001011	0o6473	0o10713
3388	1555	0b110100111100	0b11000010011	0o6474	0o3023
3389	3555	0b110100111101	0b110111100011	0o6475	0o6743
3390	2555	0b110100111110	0b100111111011	0o6476	0o4773
3391	3555	0b110100111111	0b110111100011	0o6477	0o6743
3392	1635	0b110101000000	0b11001100011	0o6500	0o3143
3393	6635	0b110101000001	0b1100111101011	0o6501	0o14753
3394	3635	0b110101000010	0b111000110011	0o6502	0o7063
3395	5635	0b110101000011	0b1011000000011	0o6503	0o13003
3396	5635	0b110101000100	0b1011000000011	0o6504	0o13003
3397	3635	0b110101000101	0b111000110011	0o6505	0o7063
3398	5635	0b110101000110	0b1011000000011	0o6506	0o13003
3399	5635	0b110101000111	0b1011000000011	0o6507	0o13003
3400	1035	0b110101001000	0b10000001011	0o6510	0o2013
3401	6035	0b110101001001	0b1011110010011	0o6511	0o13623
3402	3035	0b110101001010	0b101111011011	0o6512	0o5733
3403	5035	0b110101001011	0b1001110101011	0o6513	0o11653
3404	1035	0b110101001100	0b10000001011	0o6514	0o2013
3405	3035	0b110101001101	0b101111011011	0o6515	0o5733
3406	4035	0b110101001110	0b111111000011	0o6516	0o7703
3407	7035	0b110101001111	0b1101101111011	0o6517	0o15573
3408	1235	0b110101010000	0b10011010011	0o6520	0o2323
3409	7235	0b110101010001	0b1110001000011	0o6521	0o16103
3410	3235	0b110101010010	0b110010100011	0o6522	0o6243
3411	5235	0b110101010011	0b1010001110011	0o6523	0o12163
3412	5235	0b110101010100	0b1010001110011	0o6524	0o12163
3413	3235	0b110101010101	0b110010100011	0o6525	0o6243
3414	7235	0b110101010110	0b1110001000011	0o6526	0o16103
3415	1235	0b110101010111	0b10011010011	0o6527	0o2323
3416	1635	0b110101011000	0b11001100011	0o6530	0o3143
3417	7635	0b110101011001	0b1110111010011	0o6531	0o16723
3418	3635	0b110101011010	0b111000110011	0o6532	0o7063
3419	5635	0b110101011011	0b1011000000011	0o6533	0o13003
3420	1635	0b110101011100	0b11001100011	0o6534	0o3143
3421	3635	0b110101011101	0b111000110011	0o6535	0o7063
3422	6635	0b110101011110	0b1100111101011	0o6536	0o14753
3423	3635	0b110101011111	0b111000110011	0o6537	0o7063
3424	135	0b110101100000	0b10000111	0o6540	0o207
3425	4135	0b110101100001	0b1000000100111	0o6541	0o10047
3426	3135	0b110101100010	0b110000111111	0o6542	0o6077
3427	5135	0b110101100011	0b1010000001111	0o6543	0o12017
3428	5135	0b110101100100	0b1010000001111	0o6544	0o12017
3429	3135	0b110101100101	0b110000111111	0o6545	0o6077
3430	1135	0b110101100110	0b10001101111	0o6546	0o2157
3431	5135	0b110101100111	0b1010000001111	0o6547	0o12017
3432	335	0b110101101000	0b101001111	0o6550	0o517
3433	4335	0b110101101001	0b1000011101111	0o6551	0o10357
3434	3335	0b110101101010	0b110100000111	0o6552	0o6407
3435	5335	0b110101101011	0b1010011010111	0o6553	0o12327
3436	1335	0b110101101100	0b10100110111	0o6554	0o2467
3437	3335	0b110101101101	0b110100000111	0o6555	0o6407
3438	335	0b110101101110	0b101001111	0o6556	0o517
3439	7335	0b110101101111	0b1110010100111	0o6557	0o16247
3440	35	0b110101110000	0b100011	0o6560	0o43
3441	5035	0b110101110001	0b1001110101011	0o6561	0o11653
3442	3035	0b110101110010	0b101111011011	0o6562	0o5733
3443	5035	0b110101110011	0b1001110101011	0o6563	0o11653
3444	5035	0b110101110100	0b1001110101011	0o6564	0o11653
3445	3035	0b110101110101	0b101111011011	0o6565	0o5733
3446	3035	0b110101110110	0b101111011011	0o6566	0o5733
3447	1035	0b110101110111	0b10000001011	0o6567	0o2013
3448	735	0b110101111000	0b1011011111	0o6570	0o1337
3449	5735	0b110101111001	0b1011001100111	0o6571	0o13147
3450	3735	0b110101111010	0b111010010111	0o6572	0o7227
3451	5735	0b110101111011	0b1011001100111	0o6573	0o13147
3452	1735	0b110101111100	0b11011000111	0o6574	0o3307
3453	3735	0b110101111101	0b111010010111	0o6575	0o7227
3454	2735	0b110101111110	0b101010101111	0o6576	0o5257
3455	3735	0b110101111111	0b111010010111	0o6577	0o7227
3456	7635	0b110110000000	0b1110111010011	0o6600	0o16723
3457	2635	0b110110000001	0b101001001011	0o6601	0o5113
3458	2635	0b110110000010	0b101001001011	0o6602	0o5113
3459	6635	0b110110000011	0b1100111101011	0o6603	0o14753
3460	5635	0b110110000100	0b1011000000011	0o6604	0o13003
3461	3635	0b110110000101	0b111000110011	0o6605	0o7063
3462	5635	0b110110000110	0b1011000000011	0o6606	0o13003
3463	5635	0b110110000111	0b1011000000011	0o6607	0o13003
3464	7135	0b110110001000	0b1101111011111	0o6610	0o15737
3465	2135	0b110110001001	0b100001010111	0o6611	0o4127
3466	2135	0b110110001010	0b100001010111	0o6612	0o4127
3467	6135	0b110110001011	0b1011111110111	0o6613	0o13767
3468	1135	0b110110001100	0b10001101111	0o6614	0o2157
3469	3135	0b110110001101	0b110000111111	0o6615	0o6077
3470	4135	0b110110001110	0b1000000100111	0o6616	0o10047
3471	7135	0b110110001111	0b1101111011111	0o6617	0o15737
3472	7235	0b110110010000	0b1110001000011	0o6620	0o16103
3473	3235	0b110110010001	0b110010100011	0o6621	0o6243
3474	2235	0b110110010010	0b100010111011	0o6622	0o4273
3475	6235	0b110110010011	0b1100001011011	0o6623	0o14133
3476	5235	0b110110010100	0b1010001110011	0o6624	0o12163
3477	3235	0b110110010101	0b110010100011	0o6625	0o6243
3478	7235	0b110110010110	0b1110001000011	0o6626	0o16103
3479	1235	0b110110010111	0b10011010011	0o6627	0o2323
3480	7635	0b110110011000	0b1110111010011	0o6630	0o16723
3481	3635	0b110110011001	0b111000110011	0o6631	0o7063
3482	2635	0b110110011010	0b101001001011	0o6632	0o5113
3483	6635	0b110110011011	0b1100111101011	0o6633	0o14753
3484	1635	0b110110011100	0b11001100011	0o6634	0o3143
3485	3635	0b110110011101	0b111000110011	0o6635	0o7063
3486	6635	0b110110011110	0b1100111101011	0o6636	0o14753
3487	3635	0b110110011111	0b111000110011	0o6637	0o7063
3488	6535	0b110110100000	0b1100110000111	0o6640	0o14607
3489	535	0b110110100001	0b1000010111	0o6641	0o1027
3490	2535	0b110110100010	0b100111100111	0o6642	0o4747
3491	6535	0b110110100011	0b1100110000111	0o6643	0o14607
3492	5535	0b110110100100	0b1010110011111	0o6644	0o12637
3493	3535	0b110110100101	0b110111001111	0o6645	0o6717
3494	1535	0b110110100110	0b10111111111	0o6646	0o2777
3495	5535	0b110110100111	0b1010110011111	0o6647	0o12637
3496	6335	0b110110101000	0b1100010111111	0o6650	0o14277
3497	335	0b110110101001	0b101001111	0o6651	0o517
3498	2335	0b110110101010	0b100100011111	0o6652	0o4437
3499	6335	0b110110101011	0b1100010111111	0o6653	0o14277
3500	1335	0b110110101100	0b10100110111	0o6654	0o2467
3501	3335	0b110110101101	0b110100000111	0o6655	0o6407
3502	335	0b110110101110	0b101001111	0o6656	0o517
3503	7335	0b110110101111	0b1110010100111	0o6657	0o16247
3504	6335	0b110110110000	0b1100010111111	0o6660	0o14277
3505	1335	0b110110110001	0b10100110111	0o6661	0o2467
3506	2335	0b110110110010	0b100100011111	0o6662	0o4437
3507	6335	0b110110110011	0b1100010111111	0o6663	0o14277
3508	5335	0b110110110100	0b1010011010111	0o6664	0o12327
3509	3335	0b110110110101	0b110100000111	0o6665	0o6407
3510	3335	0b110110110110	0b110100000111	0o6666	0o6407
3511	1335	0b110110110111	0b10100110111	0o6667	0o2467
3512	6135	0b110110111000	0b1011111110111	0o6670	0o13767
3513	1135	0b110110111001	0b10001101111	0o6671	0o2157
3514	2135	0b110110111010	0b100001010111	0o6672	0o4127
3515	6135	0b110110111011	0b1011111110111	0o6673	0o13767
3516	1135	0b110110111100	0b10001101111	0o6674	0o2157
3517	3135	0b110110111101	0b110000111111	0o6675	0o6077
3518	2135	0b110110111110	0b100001010111	0o6676	0o4127
3519	3135	0b110110111111	0b110000111111	0o6677	0o6077
3520	5615	0b110111000000	0b1010111101111	0o6700	0o12757
3521	6615	0b110111000001	0b1100111010111	0o6701	0o14727
3522	2615	0b110111000010	0b101000110111	0o6702	0o5067
3523	7615	0b110111000011	0b1110110111111	0o6703	0o16677
3524	5615	0b110111000100	0b1010111101111	0o6704	0o12757
3525	3615	0b110111000101	0b111000011111	0o6705	0o7037
3526	5615	0b110111000110	0b1010111101111	0o6706	0o12757
3527	5615	0b110111000111	0b1010111101111	0o6707	0o12757
3528	5115	0b110111001000	0b1001111111011	0o6710	0o11773
3529	6115	0b110111001001	0b1011111100011	0o6711	0o13743
3530	2115	0b110111001010	0b100001000011	0o6712	0o4103
3531	7115	0b110111001011	0b1101111001011	0o6713	0o15713
3532	1115	0b110111001100	0b10001011011	0o6714	0o2133
3533	3115	0b110111001101	0b110000101011	0o6715	0o6053
3534	4115	0b110111001110	0b1000000010011	0o6716	0o10023
3535	7115	0b110111001111	0b1101111001011	0o6717	0o15713
3536	5215	0b110111010000	0b1010001011111	0o6720	0o12137
3537	7215	0b110111010001	0b1110000101111	0o6721	0o16057
3538	2215	0b110111010010	0b100010100111	0o6722	0o4247
3539	7215	0b110111010011	0b1110000101111	0o6723	0o16057
3540	5215	0b110111010100	0b1010001011111	0o6724	0o12137
3541	3215	0b110111010101	0b110010001111	0o6725	0o6217
